# Origin	Destination	menuOption menuTarget objectID	Skills	Items	Quests	Varbits	VarPlayers	Duration	Display info
# Tutorial Island									
3207 3523 0	3207 3520 0	Cross Wilderness Ditch 23271						4	
3208 3520 0	3208 3523 0	Cross Wilderness Ditch 23271						4	
3208 3523 0	3208 3520 0	Cross Wilderness Ditch 23271						4	
3209 3520 0	3209 3523 0	Cross Wilderness Ditch 23271						4	
3209 3523 0	3209 3520 0	Cross Wilderness Ditch 23271						4	
3210 3520 0	3210 3523 0	Cross Wilderness Ditch 23271						4	
3210 3523 0	3210 3520 0	Cross Wilderness Ditch 23271						4	
3211 3520 0	3211 3523 0	Cross Wilderness Ditch 23271						4	
3211 3523 0	3211 3520 0	Cross Wilderness Ditch 23271						4	
3212 3520 0	3212 3523 0	Cross Wilderness Ditch 23271						4	
3212 3523 0	3212 3520 0	Cross Wilderness Ditch 23271						4	
3213 3520 0	3213 3523 0	Cross Wilderness Ditch 23271						4	
3213 3523 0	3213 3520 0	Cross Wilderness Ditch 23271						4	
3214 3520 0	3214 3523 0	Cross Wilderness Ditch 23271						4	
3214 3523 0	3214 3520 0	Cross Wilderness Ditch 23271						4	
3215 3520 0	3215 3523 0	Cross Wilderness Ditch 23271						4	
3215 3523 0	3215 3520 0	Cross Wilderness Ditch 23271						4	
3216 3520 0	3216 3523 0	Cross Wilderness Ditch 23271						4	
3216 3523 0	3216 3520 0	Cross Wilderness Ditch 23271						4	
3217 3520 0	3217 3523 0	Cross Wilderness Ditch 23271						4	
3217 3523 0	3217 3520 0	Cross Wilderness Ditch 23271						4	
3218 3520 0	3218 3523 0	Cross Wilderness Ditch 23271						4	
3218 3523 0	3218 3520 0	Cross Wilderness Ditch 23271						4	
3219 3520 0	3219 3523 0	Cross Wilderness Ditch 23271						4	
3219 3523 0	3219 3520 0	Cross Wilderness Ditch 23271						4	
3220 3520 0	3220 3523 0	Cross Wilderness Ditch 23271						4	
3220 3523 0	3220 3520 0	Cross Wilderness Ditch 23271						4	
3221 3520 0	3221 3523 0	Cross Wilderness Ditch 23271						4	
3221 3523 0	3221 3520 0	Cross Wilderness Ditch 23271						4	
3222 3520 0	3222 3523 0	Cross Wilderness Ditch 23271						4	
3222 3523 0	3222 3520 0	Cross Wilderness Ditch 23271						4	
3223 3520 0	3223 3523 0	Cross Wilderness Ditch 23271						4	
3223 3523 0	3223 3520 0	Cross Wilderness Ditch 23271						4	
3224 3520 0	3224 3523 0	Cross Wilderness Ditch 23271						4	
3224 3523 0	3224 3520 0	Cross Wilderness Ditch 23271						4	
3225 3520 0	3225 3523 0	Cross Wilderness Ditch 23271						4	
3225 3523 0	3225 3520 0	Cross Wilderness Ditch 23271						4	
3226 3520 0	3226 3523 0	Cross Wilderness Ditch 23271						4	
3226 3523 0	3226 3520 0	Cross Wilderness Ditch 23271						4	
3227 3520 0	3227 3523 0	Cross Wilderness Ditch 23271						4	
3227 3523 0	3227 3520 0	Cross Wilderness Ditch 23271						4	
3228 3520 0	3228 3523 0	Cross Wilderness Ditch 23271						4	
3228 3523 0	3228 3520 0	Cross Wilderness Ditch 23271						4	
3229 3520 0	3229 3523 0	Cross Wilderness Ditch 23271						4	
3229 3523 0	3229 3520 0	Cross Wilderness Ditch 23271						4	
3230 3520 0	3230 3523 0	Cross Wilderness Ditch 23271						4	
3230 3523 0	3230 3520 0	Cross Wilderness Ditch 23271						4	
3231 3520 0	3231 3523 0	Cross Wilderness Ditch 23271						4	
3231 3523 0	3231 3520 0	Cross Wilderness Ditch 23271						4	
3232 3520 0	3232 3523 0	Cross Wilderness Ditch 23271						4	
3232 3523 0	3232 3520 0	Cross Wilderness Ditch 23271						4	
3233 3520 0	3233 3523 0	Cross Wilderness Ditch 23271						4	
3233 3523 0	3233 3520 0	Cross Wilderness Ditch 23271						4	
3234 3520 0	3234 3523 0	Cross Wilderness Ditch 23271						4	
3234 3523 0	3234 3520 0	Cross Wilderness Ditch 23271						4	
3235 3520 0	3235 3523 0	Cross Wilderness Ditch 23271						4	
3235 3523 0	3235 3520 0	Cross Wilderness Ditch 23271						4	
3236 3520 0	3236 3523 0	Cross Wilderness Ditch 23271						4	
3236 3523 0	3236 3520 0	Cross Wilderness Ditch 23271						4	
3237 3520 0	3237 3523 0	Cross Wilderness Ditch 23271						4	
3237 3523 0	3237 3520 0	Cross Wilderness Ditch 23271						4	
3238 3520 0	3238 3523 0	Cross Wilderness Ditch 23271						4	
3238 3523 0	3238 3520 0	Cross Wilderness Ditch 23271						4	
3239 3520 0	3239 3523 0	Cross Wilderness Ditch 23271						4	
3239 3523 0	3239 3520 0	Cross Wilderness Ditch 23271						4	
3240 3520 0	3240 3523 0	Cross Wilderness Ditch 23271						4	
3240 3523 0	3240 3520 0	Cross Wilderness Ditch 23271						4	
3241 3520 0	3241 3523 0	Cross Wilderness Ditch 23271						4	
3241 3523 0	3241 3520 0	Cross Wilderness Ditch 23271						4	
3242 3520 0	3242 3523 0	Cross Wilderness Ditch 23271						4	
3242 3523 0	3242 3520 0	Cross Wilderness Ditch 23271						4	
3243 3520 0	3243 3523 0	Cross Wilderness Ditch 23271						4	
3243 3523 0	3243 3520 0	Cross Wilderness Ditch 23271						4	
3244 3520 0	3244 3523 0	Cross Wilderness Ditch 23271						4	
3244 3523 0	3244 3520 0	Cross Wilderness Ditch 23271						4	
3245 3520 0	3245 3523 0	Cross Wilderness Ditch 23271						4	
3245 3523 0	3245 3520 0	Cross Wilderness Ditch 23271						4	
3246 3520 0	3246 3523 0	Cross Wilderness Ditch 23271						4	
3246 3523 0	3246 3520 0	Cross Wilderness Ditch 23271						4	
3247 3520 0	3247 3523 0	Cross Wilderness Ditch 23271						4	
3247 3523 0	3247 3520 0	Cross Wilderness Ditch 23271						4	
3248 3520 0	3248 3523 0	Cross Wilderness Ditch 23271						4	
3248 3523 0	3248 3520 0	Cross Wilderness Ditch 23271						4	
3249 3520 0	3249 3523 0	Cross Wilderness Ditch 23271						4	
3249 3523 0	3249 3520 0	Cross Wilderness Ditch 23271						4	
3250 3520 0	3250 3523 0	Cross Wilderness Ditch 23271						4	
3250 3523 0	3250 3520 0	Cross Wilderness Ditch 23271						4	
3251 3520 0	3251 3523 0	Cross Wilderness Ditch 23271						4	
3251 3523 0	3251 3520 0	Cross Wilderness Ditch 23271						4	
3252 3520 0	3252 3523 0	Cross Wilderness Ditch 23271						4	
3252 3523 0	3252 3520 0	Cross Wilderness Ditch 23271						4	
3253 3520 0	3253 3523 0	Cross Wilderness Ditch 23271						4	
3253 3523 0	3253 3520 0	Cross Wilderness Ditch 23271						4	
3254 3520 0	3254 3523 0	Cross Wilderness Ditch 23271						4	
3254 3523 0	3254 3520 0	Cross Wilderness Ditch 23271						4	
3255 3520 0	3255 3523 0	Cross Wilderness Ditch 23271						4	
3255 3523 0	3255 3520 0	Cross Wilderness Ditch 23271						4	
3256 3520 0	3256 3523 0	Cross Wilderness Ditch 23271						4	
3256 3523 0	3256 3520 0	Cross Wilderness Ditch 23271						4	
3257 3520 0	3257 3523 0	Cross Wilderness Ditch 23271						4	
3257 3523 0	3257 3520 0	Cross Wilderness Ditch 23271						4	
3258 3520 0	3258 3523 0	Cross Wilderness Ditch 23271						4	
3258 3523 0	3258 3520 0	Cross Wilderness Ditch 23271						4	
3259 3520 0	3259 3523 0	Cross Wilderness Ditch 23271						4	
3259 3523 0	3259 3520 0	Cross Wilderness Ditch 23271						4	
3260 3520 0	3260 3523 0	Cross Wilderness Ditch 23271						4	
3260 3523 0	3260 3520 0	Cross Wilderness Ditch 23271						4	
3261 3520 0	3261 3523 0	Cross Wilderness Ditch 23271						4	
3261 3523 0	3261 3520 0	Cross Wilderness Ditch 23271						4	
3262 3520 0	3262 3523 0	Cross Wilderness Ditch 23271						4	
3262 3523 0	3262 3520 0	Cross Wilderness Ditch 23271						4	
3263 3520 0	3263 3523 0	Cross Wilderness Ditch 23271						4	
3263 3523 0	3263 3520 0	Cross Wilderness Ditch 23271						4	
3264 3520 0	3264 3523 0	Cross Wilderness Ditch 23271						4	
3264 3523 0	3264 3520 0	Cross Wilderness Ditch 23271						4	
3265 3520 0	3265 3523 0	Cross Wilderness Ditch 23271						4	
3265 3523 0	3265 3520 0	Cross Wilderness Ditch 23271						4	
3266 3520 0	3266 3523 0	Cross Wilderness Ditch 23271						4	
3266 3523 0	3266 3520 0	Cross Wilderness Ditch 23271						4	
3267 3520 0	3267 3523 0	Cross Wilderness Ditch 23271						4	
3267 3523 0	3267 3520 0	Cross Wilderness Ditch 23271						4	
3268 3520 0	3268 3523 0	Cross Wilderness Ditch 23271						4	
3268 3523 0	3268 3520 0	Cross Wilderness Ditch 23271						4	
3269 3520 0	3269 3523 0	Cross Wilderness Ditch 23271						4	
3269 3523 0	3269 3520 0	Cross Wilderness Ditch 23271						4	
3270 3520 0	3270 3523 0	Cross Wilderness Ditch 23271						4	
3270 3523 0	3270 3520 0	Cross Wilderness Ditch 23271						4	
3271 3520 0	3271 3523 0	Cross Wilderness Ditch 23271						4	
3271 3523 0	3271 3520 0	Cross Wilderness Ditch 23271						4	
3272 3520 0	3272 3523 0	Cross Wilderness Ditch 23271						4	
3272 3523 0	3272 3520 0	Cross Wilderness Ditch 23271						4	
3273 3520 0	3273 3523 0	Cross Wilderness Ditch 23271						4	
3273 3523 0	3273 3520 0	Cross Wilderness Ditch 23271						4	
3274 3520 0	3274 3523 0	Cross Wilderness Ditch 23271						4	
3274 3523 0	3274 3520 0	Cross Wilderness Ditch 23271						4	
3275 3520 0	3275 3523 0	Cross Wilderness Ditch 23271						4	
3275 3523 0	3275 3520 0	Cross Wilderness Ditch 23271						4	
3276 3520 0	3276 3523 0	Cross Wilderness Ditch 23271						4	
3276 3523 0	3276 3520 0	Cross Wilderness Ditch 23271						4	
3277 3520 0	3277 3523 0	Cross Wilderness Ditch 23271						4	
3277 3523 0	3277 3520 0	Cross Wilderness Ditch 23271						4	
3278 3520 0	3278 3523 0	Cross Wilderness Ditch 23271						4	
3278 3523 0	3278 3520 0	Cross Wilderness Ditch 23271						4	
3279 3520 0	3279 3523 0	Cross Wilderness Ditch 23271						4	
3279 3523 0	3279 3520 0	Cross Wilderness Ditch 23271						4	
3280 3520 0	3280 3523 0	Cross Wilderness Ditch 23271						4	
3280 3523 0	3280 3520 0	Cross Wilderness Ditch 23271						4	
3281 3520 0	3281 3523 0	Cross Wilderness Ditch 23271						4	
3281 3523 0	3281 3520 0	Cross Wilderness Ditch 23271						4	
3282 3520 0	3282 3523 0	Cross Wilderness Ditch 23271						4	
3282 3523 0	3282 3520 0	Cross Wilderness Ditch 23271						4	
3283 3520 0	3283 3523 0	Cross Wilderness Ditch 23271						4	
3283 3523 0	3283 3520 0	Cross Wilderness Ditch 23271						4	
3284 3520 0	3284 3523 0	Cross Wilderness Ditch 23271						4	
3284 3523 0	3284 3520 0	Cross Wilderness Ditch 23271						4	
3285 3520 0	3285 3523 0	Cross Wilderness Ditch 23271						4	
3285 3523 0	3285 3520 0	Cross Wilderness Ditch 23271						4	
3286 3520 0	3286 3523 0	Cross Wilderness Ditch 23271						4	
3286 3523 0	3286 3520 0	Cross Wilderness Ditch 23271						4	
3287 3520 0	3287 3523 0	Cross Wilderness Ditch 23271						4	
3287 3523 0	3287 3520 0	Cross Wilderness Ditch 23271						4	
3288 3520 0	3288 3523 0	Cross Wilderness Ditch 23271						4	
3288 3523 0	3288 3520 0	Cross Wilderness Ditch 23271						4	
3289 3520 0	3289 3523 0	Cross Wilderness Ditch 23271						4	
3289 3523 0	3289 3520 0	Cross Wilderness Ditch 23271						4	
3290 3520 0	3290 3523 0	Cross Wilderness Ditch 23271						4	
3290 3523 0	3290 3520 0	Cross Wilderness Ditch 23271						4	
3291 3520 0	3291 3523 0	Cross Wilderness Ditch 23271						4	
3291 3523 0	3291 3520 0	Cross Wilderness Ditch 23271						4	
3292 3520 0	3292 3523 0	Cross Wilderness Ditch 23271						4	
3292 3523 0	3292 3520 0	Cross Wilderness Ditch 23271						4	
3293 3520 0	3293 3523 0	Cross Wilderness Ditch 23271						4	
3293 3523 0	3293 3520 0	Cross Wilderness Ditch 23271						4	
3294 3520 0	3294 3523 0	Cross Wilderness Ditch 23271						4	
3294 3523 0	3294 3520 0	Cross Wilderness Ditch 23271						4	
3295 3520 0	3295 3523 0	Cross Wilderness Ditch 23271						4	
3295 3523 0	3295 3520 0	Cross Wilderness Ditch 23271						4	
3296 3520 0	3296 3523 0	Cross Wilderness Ditch 23271						4	
3296 3523 0	3296 3520 0	Cross Wilderness Ditch 23271						4	
3297 3520 0	3297 3523 0	Cross Wilderness Ditch 23271						4	
3297 3523 0	3297 3520 0	Cross Wilderness Ditch 23271						4	
3298 3520 0	3298 3523 0	Cross Wilderness Ditch 23271						4	
3298 3523 0	3298 3520 0	Cross Wilderness Ditch 23271						4	
3299 3520 0	3299 3523 0	Cross Wilderness Ditch 23271						4	
3299 3523 0	3299 3520 0	Cross Wilderness Ditch 23271						4	
3300 3520 0	3300 3523 0	Cross Wilderness Ditch 23271						4	
3300 3523 0	3300 3520 0	Cross Wilderness Ditch 23271						4	
3301 3520 0	3301 3523 0	Cross Wilderness Ditch 23271						4	
3301 3523 0	3301 3520 0	Cross Wilderness Ditch 23271						4	
3302 3520 0	3302 3523 0	Cross Wilderness Ditch 23271						4	
3302 3523 0	3302 3520 0	Cross Wilderness Ditch 23271						4	
3303 3520 0	3303 3523 0	Cross Wilderness Ditch 23271						4	
3303 3523 0	3303 3520 0	Cross Wilderness Ditch 23271						4	
3304 3520 0	3304 3523 0	Cross Wilderness Ditch 23271						4	
3304 3523 0	3304 3520 0	Cross Wilderness Ditch 23271						4	
3305 3520 0	3305 3523 0	Cross Wilderness Ditch 23271						4	
3305 3523 0	3305 3520 0	Cross Wilderness Ditch 23271						4	
3306 3520 0	3306 3523 0	Cross Wilderness Ditch 23271						4	
3306 3523 0	3306 3520 0	Cross Wilderness Ditch 23271						4	
3307 3520 0	3307 3523 0	Cross Wilderness Ditch 23271						4	
3307 3523 0	3307 3520 0	Cross Wilderness Ditch 23271						4	
3308 3520 0	3308 3523 0	Cross Wilderness Ditch 23271						4	
3308 3523 0	3308 3520 0	Cross Wilderness Ditch 23271						4	
3309 3520 0	3309 3523 0	Cross Wilderness Ditch 23271						4	
3309 3523 0	3309 3520 0	Cross Wilderness Ditch 23271						4	
3310 3520 0	3310 3523 0	Cross Wilderness Ditch 23271						4	
3310 3523 0	3310 3520 0	Cross Wilderness Ditch 23271						4	
3311 3520 0	3311 3523 0	Cross Wilderness Ditch 23271						4	
3311 3523 0	3311 3520 0	Cross Wilderness Ditch 23271						4	
3312 3520 0	3312 3523 0	Cross Wilderness Ditch 23271						4	
3312 3523 0	3312 3520 0	Cross Wilderness Ditch 23271						4	
3313 3520 0	3313 3523 0	Cross Wilderness Ditch 23271						4	
3313 3523 0	3313 3520 0	Cross Wilderness Ditch 23271						4	
3314 3520 0	3314 3523 0	Cross Wilderness Ditch 23271						4	
3314 3523 0	3314 3520 0	Cross Wilderness Ditch 23271						4	
3315 3520 0	3315 3523 0	Cross Wilderness Ditch 23271						4	
3315 3523 0	3315 3520 0	Cross Wilderness Ditch 23271						4	
3316 3520 0	3316 3523 0	Cross Wilderness Ditch 23271						4	
3316 3523 0	3316 3520 0	Cross Wilderness Ditch 23271						4	
3317 3520 0	3317 3523 0	Cross Wilderness Ditch 23271						4	
3317 3523 0	3317 3520 0	Cross Wilderness Ditch 23271						4	
3318 3520 0	3318 3523 0	Cross Wilderness Ditch 23271						4	
3318 3523 0	3318 3520 0	Cross Wilderness Ditch 23271						4	
3319 3520 0	3319 3523 0	Cross Wilderness Ditch 23271						4	
3319 3523 0	3319 3520 0	Cross Wilderness Ditch 23271						4	
3320 3520 0	3320 3523 0	Cross Wilderness Ditch 23271						4	
3320 3523 0	3320 3520 0	Cross Wilderness Ditch 23271						4	
3321 3520 0	3321 3523 0	Cross Wilderness Ditch 23271						4	
3321 3523 0	3321 3520 0	Cross Wilderness Ditch 23271						4	
3322 3520 0	3322 3523 0	Cross Wilderness Ditch 23271						4	
3322 3523 0	3322 3520 0	Cross Wilderness Ditch 23271						4	
3323 3520 0	3323 3523 0	Cross Wilderness Ditch 23271						4	
3323 3523 0	3323 3520 0	Cross Wilderness Ditch 23271						4	
3324 3520 0	3324 3523 0	Cross Wilderness Ditch 23271						4	
3324 3523 0	3324 3520 0	Cross Wilderness Ditch 23271						4	
3325 3520 0	3325 3523 0	Cross Wilderness Ditch 23271						4	
3325 3523 0	3325 3520 0	Cross Wilderness Ditch 23271						4	
3326 3520 0	3326 3523 0	Cross Wilderness Ditch 23271						4	
3326 3523 0	3326 3520 0	Cross Wilderness Ditch 23271						4	
3329 3520 0	3329 3523 0	Cross Wilderness Ditch 23271						4	
3329 3523 0	3329 3520 0	Cross Wilderness Ditch 23271						4	
3330 3520 0	3330 3523 0	Cross Wilderness Ditch 23271						4	
3330 3523 0	3330 3520 0	Cross Wilderness Ditch 23271						4	
3331 3520 0	3331 3523 0	Cross Wilderness Ditch 23271						4	
3331 3523 0	3331 3520 0	Cross Wilderness Ditch 23271						4	
3332 3520 0	3332 3523 0	Cross Wilderness Ditch 23271						4	
3332 3523 0	3332 3520 0	Cross Wilderness Ditch 23271						4	
3333 3520 0	3333 3523 0	Cross Wilderness Ditch 23271						4	
3333 3523 0	3333 3520 0	Cross Wilderness Ditch 23271						4	
3334 3520 0	3334 3523 0	Cross Wilderness Ditch 23271						4	
3334 3523 0	3334 3520 0	Cross Wilderness Ditch 23271						4	
3335 3520 0	3335 3523 0	Cross Wilderness Ditch 23271						4	
3335 3523 0	3335 3520 0	Cross Wilderness Ditch 23271						4	
3336 3520 0	3336 3523 0	Cross Wilderness Ditch 23271						4	
3336 3523 0	3336 3520 0	Cross Wilderness Ditch 23271						4	
3337 3520 0	3337 3523 0	Cross Wilderness Ditch 23271						4	
3337 3523 0	3337 3520 0	Cross Wilderness Ditch 23271						4	
3338 3520 0	3338 3523 0	Cross Wilderness Ditch 23271						4	
3338 3523 0	3338 3520 0	Cross Wilderness Ditch 23271						4	
3339 3520 0	3339 3523 0	Cross Wilderness Ditch 23271						4	
3339 3523 0	3339 3520 0	Cross Wilderness Ditch 23271						4	
3340 3520 0	3340 3523 0	Cross Wilderness Ditch 23271						4	
3340 3523 0	3340 3520 0	Cross Wilderness Ditch 23271						4	
3259 3663 0	3385 10052 0	Walk-down Stairs 40388						2	
3260 3663 0	3385 10052 0	Walk-down Stairs 40388						2	
3384 10052 0	3259 3663 0	Exit Opening 40389						2	
3385 10052 0	3259 3663 0	Exit Opening 40389						2	
3386 10052 0	3259 3663 0	Exit Opening 40389						2	
3293 3749 0	3406 10145 0	Walk-down Stairs 40390						2	
3294 3749 0	3406 10145 0	Walk-down Stairs 40390						2	
3405 10145 0	3294 3749 0	Exit Opening 40391						2	
3406 10145 0	3294 3749 0	Exit Opening 40391						2	
3407 10145 0	3294 3749 0	Exit Opening 40391						2	
3073 3653 0	3197 10056 0	Enter Cavern 31555						2	
3074 3653 0	3197 10056 0	Enter Cavern 31555						2	
3075 3653 0	3197 10056 0	Enter Cavern 31555						2	
3076 3653 0	3197 10056 0	Enter Cavern 31555						2	
									
# Revenant Caves									
									
3069 3740 0	3187 10127 0	Jump-down Crevice 40386						2	
3069 3741 0	3187 10127 0	Jump-down Crevice 40386						2	
3069 3742 0	3187 10127 0	Jump-down Crevice 40386						2	
3069 3743 0	3187 10127 0	Jump-down Crevice 40386						2	
3066 3740 0	3187 10127 0	Jump-down Crevice 40386						2	
3066 3741 0	3187 10127 0	Jump-down Crevice 40386						2	
3066 3742 0	3187 10127 0	Jump-down Crevice 40386						2	
3066 3743 0	3187 10127 0	Jump-down Crevice 40386						2	
3067 3739 0	3187 10127 0	Jump-down Crevice 40386						2	
3068 3739 0	3187 10127 0	Jump-down Crevice 40386						2	
3067 3744 0	3187 10127 0	Jump-down Crevice 40386						2	
3068 3744 0	3187 10127 0	Jump-down Crevice 40386						2	
									
3220 10088 0	3220 10084 0	Jump-to Pillar 31561	65 Agility					4	
3220 10084 0	3220 10088 0	Jump-to Pillar 31561	65 Agility					4	
									
3198 10136 0	3202 10132 0	Jump-to Pillar 31562						4	
3202 10132 0	3198 10136 0	Jump-to Pillar 31562						4	
									
3200 10196 0	3204 10196 0	Jump-to Pillar 31561						4	
3204 10196 0	3200 10196 0	Jump-to Pillar 31561						4	
									
3180 10211 0	3180 10207 0	Jump-to Pillar 31561						4	
3180 10207 0	3180 10211 0	Jump-to Pillar 31561						4	
									
									
3126 3831 0	3241 10233 0	Enter Cavern 31556						2	
3126 3832 0	3241 10233 0	Enter Cavern 31556						2	
3126 3833 0	3241 10233 0	Enter Cavern 31556						2	
3126 3834 0	3241 10233 0	Enter Cavern 31556						2	
3217 10058 0	3102 3655 0	Climb-up Stairs 31558						2	
3246 10215 0	3124 3805 0	Climb-up Stairs 43868						2	
3184 3944 0	3184 3945 0	Open Gate 26760						2	
3184 3945 0	3184 3944 0	Open Gate 26760		COINS=7500		4469=0;4468=0;4467=0;		2	
3184 3945 0	3184 3944 0	Open Gate 26760		COINS=6000		4469=0;4468=0;4467=1		2	
3184 3945 0	3184 3944 0	Open Gate 26760		COINS=3750		4469=0;4468=1		2	
3184 3945 0	3184 3944 0	Open Gate 26760				4469=1		2	
									
# Nardah									
3409 2932 0	3409 2932 1	Climb-up Ladder 10493						2	
3409 2932 1	3409 2932 0	Climb-down Ladder 10494						2	
3429 2905 0	3429 2905 1	Climb-up Ladder 10493						2	
3429 2905 1	3429 2905 0	Climb-down Ladder 10494						2	
3426 2901 0	3426 2901 1	Climb-up Ladder 10493						2	
3426 2901 1	3426 2901 0	Climb-down Ladder 10494						2	
3439 2892 1	3439 2892 0	Climb-down Ladder 10494						2	
3439 2892 0	3439 2892 1	Climb-up Ladder 10493						2	
3449 2898 0	3449 2898 1	Climb-up Ladder 10493						2	
3449 2898 1	3449 2898 0	Climb-down Ladder 10494						2	
3445 2911 0	3449 2911 1	Climb-up Staircase 10525						1	
3449 2911 1	3445 2911 0	Climb-down Staircase 10526						1	
3445 2912 0	3449 2911 1	Climb-up Staircase 10525						1	
3449 2912 1	3445 2911 0	Climb-down Staircase 10526						1	
3417 2905 1	3417 2905 0	Climb-down Ladder 10494						2	
3417 2905 0	3417 2905 1	Climb-up Ladder 10493						2	
3403 2926 0	3403 2926 1	Climb-up Ladder 10493						2	
3403 2926 1	3403 2926 0	Climb-down Ladder 10494						2	
3371 9312 0	3371 9313 0	Open Door 10431						1	
3371 9313 0	3371 9312 0	Open Door 10431						1	
3373 9304 0	3375 2904 0	Climb Rope 10434							
3375 2904 0	3374 9305 0	Climb-down Crevice 10416							
3374 9305 0	3375 2904 0	Climb Rope 10434							
3375 2905 0	3374 9305 0	Climb-down Crevice 10416							
3373 9306 0	3375 2904 0	Climb Rope 10434							
3375 2906 0	3374 9305 0	Climb-down Crevice 10416							
3372 9305 0	3375 2904 0	Climb Rope 10434							
3374 2903 0	3374 9305 0	Climb-down Crevice 10416							
3374 2902 0	3374 9305 0	Climb-down Crevice 10416							
3372 2902 0	3374 9305 0	Climb-down Crevice 10416							
3372 2903 0	3374 9305 0	Climb-down Crevice 10416							
3372 2904 0	3374 9305 0	Climb-down Crevice 10416							
3372 2905 0	3374 9305 0	Climb-down Crevice 10416							
3372 2906 0	3374 9305 0	Climb-down Crevice 10416							
3372 2907 0	3374 9305 0	Climb-down Crevice 10416							
3374 2907 0	3374 9305 0	Climb-down Crevice 10416							
									
# Agility Pyramid									
3334 2829 0	3338 2829 0	Climb Climbing rocks 11948						8	
3338 2829 0	3334 2829 0	Climb Climbing rocks 11948						8	
3334 2828 0	3338 2828 0	Climb Climbing rocks 11948						8	
3338 2828 0	3334 2828 0	Climb Climbing rocks 11948						8	
3334 2827 0	3338 2827 0	Climb Climbing rocks 11948						8	
3338 2827 0	3334 2827 0	Climb Climbing rocks 11948						8	
3338 2826 0	3334 2826 0	Climb Climbing rocks 11948						8	
3334 2826 0	3338 2826 0	Climb Climbing rocks 11948						8	
3348 2829 0	3352 2829 0	Climb Climbing rocks 11949						8	
3352 2829 0	3348 2829 0	Climb Climbing rocks 11949						8	
3348 2828 0	3352 2828 0	Climb Climbing rocks 11949						8	
3352 2828 0	3348 2828 0	Climb Climbing rocks 11949						8	
3348 2827 0	3352 2827 0	Climb Climbing rocks 11949						8	
3352 2827 0	3348 2827 0	Climb Climbing rocks 11949						8	
									
# Sophanem									
3284 2810 0	3283 2809 0	Open Gate 20391						1	
3283 2809 0	3283 2810 0	Open Gate 20391						1	
3283 2810 0	3283 2809 0	Open Gate 20391						1	
3284 2809 0	3283 2810 0	Open Gate 20391						1	
3317 2786 1	3317 2788 0	Climb-down Ladder 20354						2	
3317 2788 0	3317 2786 1	Climb-up Ladder 20353						2	
3317 2784 1	3317 2782 2	Climb-up Ladder 20353						2	
3317 2782 2	3317 2784 1	Climb-down Ladder 20354						2	
3316 2766 1	3316 2768 0	Climb-down Ladder 20354						2	
3316 2768 0	3316 2766 1	Climb-up Ladder 20353						2	
3315 2777 1	3315 2775 2	Climb-up Ladder 20353						2	
3315 2775 2	3315 2777 1	Climb-down Ladder 20354						2	
3314 2755 0	3314 2753 1	Climb-up Ladder 20353						2	
3314 2753 1	3314 2755 0	Climb-down Ladder 20354						2	
3315 2796 0	2800 5160 0	Climb-down Ladder 20275						2	
2799 5160 0	3315 2796 0	Climb-up Ladder 20277						2	
2800 5160 0	2166 4409 2	Climb-down Ladder 20278						2	
2166 4409 2	2800 5160 0	Climb-up Ladder 20281						2	
3286 9275 2	3286 9273 0	Climb-down Ladder 20285						2	
3286 9273 0	3286 9275 2	Climb-up Ladder 20284						2	
3323 9240 0	3323 9242 2	Climb-up Ladder 20284						2	
3323 9242 2	3323 9240 0	Climb-down Ladder 20285						2	
3317 9251 0	3317 9249 2	Climb-up Ladder 20284						2	
3317 9249 2	3317 9251 0	Climb-down Ladder 20285						2	
3317 9223 0	3317 9225 2	Climb-up Ladder 20284						2	
3317 9225 2	3317 9223 0	Climb-down Ladder 20285						2	
3268 9228 2	3257 9226 0	Climb-down Ladder 20287						2	
3257 9226 0	3268 9228 2	Climb-up Ladder 20286						2	
3267 9220 2	3267 9222 0	Climb-down Ladder 20285						2	
3267 9222 0	3267 9220 2	Climb-up Ladder 20284						2	
3270 9274 2	3272 9274 0	Climb-down Ladder 20285						2	
3272 9274 0	3270 9274 2	Climb-up Ladder 20284						2	
3272 9235 2	3270 9235 0	Climb-down Ladder 20285						2	
3270 9235 0	3272 9235 2	Climb-up Ladder 20284						2	
3280 9254 0	3280 9256 2	Climb-up Ladder 20284						2	
3280 9256 2	3280 9254 0	Climb-down Ladder 20285						2	
3307 2803 2	3309 2803 0	Climb-down Ladder 20357						2	
3309 2803 0	3307 2803 2	Climb-up Ladder 20356						2	
3283 2756 0	3283 2754 1	Climb-up Ladder 20353						2	
3283 2754 1	3283 2756 0	Climb-down Ladder 20354						2	
3281 2754 2	3281 2756 1	Climb-down Ladder 20354						2	
3281 2756 1	3281 2754 2	Climb-up Ladder 20353						2	
3277 2768 0	3279 2768 1	Climb-up Ladder 20353						2	
3279 2768 1	3277 2768 0	Climb-down Ladder 20354						2	
3285 2768 0	3283 2768 1	Climb-up Ladder 20353						2	
3283 2768 1	3285 2768 0	Climb-down Ladder 20354						2	
3283 2772 1	3283 2770 3	Climb-up Ladder 20356						2	
3283 2770 3	3283 2772 1	Climb-down Ladder 20357						2	
3279 2772 1	3279 2770 3	Climb-up Ladder 20356						2	
3279 2770 3	3279 2772 1	Climb-down Ladder 20357						2	
3320 2796 0	3321 2858 0	Climb-through Hole 6620							
3322 2858 0	3319 2796 0	Enter Rock 6621						5	
									
